"0190cc24:4e5c8864:ac349899:a8e0320f";"2-in CARRIER";;;"26";"DO NOT TRANSLATE"
"01925f81:412ad66a:439002a9:06c2628f";;;;;
"01a167e4:49c0ec47:4d7706b5:76ce94c2";"SEXTON";;;"26";"DO NOT TRANSLATE"
"01a2bc2f:4ef0318e:5bcfb1b1:88693dc1";"Insurrection";;;;"DO NOT TRANSLATE"
"01aa45a6:4a6a32b5:41cf2b90:74b5d2d5";"The Sd.Kfz 250/9, with its 20mm auto-cannon, is deadly against infantry and light vehicles, but it must be kept away from enemy tanks.";;"Battlegroup creation : aide is explaining the available units to the Player - Tone is insisting";;
"01aa9ca1:44f69445:eedd6b80:0e3707a9";"BR 21";;;;"DO NOT TRANSLATE"
"01abc198:4f97ff23:b08c68b9:cfff57be";"Ekman";;;;"DO NOT TRANSLATE"
"01b13d41:47850016:737c6fa8:74b75ddb";"Ptacek";;;;"DO NOT TRANSLATE"
"01b401a6:473847be:cf2274b0:b51f95cf";"Repel the ME 109 G0.";;;;
"01b5c1ea:4e2fa2a1:f34b5589:026daf23";"Wernimont";;;;"DO NOT TRANSLATE"
"01b85774:4789ae66:91335ca6:d7e52eec";"Lundgaard";;;;"DO NOT TRANSLATE"
"01bb5bff:4b61853c:9fa491a6:a7968829";"Do you really want to revert all your changes ?";;"Content of the revert modal window";;
"01c085fd:49fa8bf0:105f0a99:8cfbf474";"Saiter";;;;"DO NOT TRANSLATE"
"01c3ff7a:4ca32dfd:9fb976b3:9075ee32";"Caen, June 6th 1944";;;;
"01c8133d:42757529:ab0636b4:eb127c0c";"Franz";;;;"DO NOT TRANSLATE"
"01ca68db:4d076336:1ee766b5:96552a52";"Plechkanov";;;;"DO NOT TRANSLATE"
"01cf999c:41474db1:04a76c88:68a752fd";"Jørgensen";;;;"DO NOT TRANSLATE"
"01d04e34:479fb4ea:c42f8190:c67e147b";"DESTRUCTION";;"Hint title for the image in the game room list, for the destruction mode";;
"01d9da94:4e146982:68cbfbb0:6b538e0c";"Nekola";;;;"DO NOT TRANSLATE"
"01da6651:4099498b:4f475c8c:e073ac48";"The Germans are taking a foothold on the plateau, sir!";;"Aide is warning the Player - Tone is worried";;
"01ecdf31:4db9f739:19ca0dae:7d613e61";"Beat a hard AI in skirmish mode";"NEW_ACHIEVEMENT_1_27_DESC";"Description of the required conditions to unlock an achievement";;
"01efbd42:47fcfd60:04461496:fea7f1c2";"Maeng";;;;"DO NOT TRANSLATE"
"01efe7be:428ed0e9:35cd17ac:81f090e3";"Bjoenkaer";;;;"DO NOT TRANSLATE"
"01f112ea:4757fb1c:49aae7a0:93a27aa7";"600mm Tir d’efficacité";;;;
"01f1e123:4bf2dc45:f00575bc:a74c8edf";"TYPE(S)";;"Mod panel - column header";;
"01f96f5a:44088798:bdb0fcb0:978dd378";"Dobrow";;;;"DO NOT TRANSLATE"
"01f9a60d:4314c089:6ec9c98d:d9aafc91";"Urbaniak";;;;"DO NOT TRANSLATE"
"01f9b5d8:4de1f030:4d1e9384:3e8aa9ea";"\n Sir Colin,\n\n It is time for the 11th Armoured Division to take the lead, in preparation for the final assault on Hill 112. The Germans won't allow this to happen, and will strike at the 11th while it is vulnerable, en route to its concentration area.\n\nYour mission is to keep the « Scottish Corridor » open: secure the road, and protect the 11th Armoured's convoys. They must get through at all costs.\n\nThe Germans have been concentrating armoured troops on both sides of the corridor, so expect them to try to take you in a pincer movement.\n\n--------------\nMAIN OBJECTIVE\nProtect the 11th Armoured's convoy.";;;;
"01fa8f5c:4a0de5d0:dfcbda8f:35af6219";"Ściborski";;;;"DO NOT TRANSLATE"
"01fb1c07:43dfcc4e:ec9d06ba:cb0087b5";"Wood E";;;;
"01fe89c9:47150af1:99ede1a0:0d8da12e";"DRAW";;"End game screen";;
"01fee932:4e8a7f92:e7e55bbe:6515eb3d";"Mae";;;;"DO NOT TRANSLATE"
"02008b21:421e85e7:64f6e48e:b54064ce";"Comoros";;"Country name choice during account creation";;
"0202699d:4ebb2c62:b933ad80:795a300b";"88, sir! We should silence it before advancing with armours or planes.";;"Aide is warning the Player - Tone is warning";;
"02028a73:445d22ee:c9c623ad:e6cefb15";"356mm Tir d’efficacité";;;;
"0202fdb5:4e0e4e01:173334a4:c346d0ec";"Sander";;;;"DO NOT TRANSLATE"
"02048cd7:440dd9a6:5e1675ba:26202ac4";"Cmdo B";;;;
"02061f48:4e4f092f:c0f32b8e:b5c985b4";"Lw-FUSILIER";;;;"DO NOT TRANSLATE"
"0207539d:44e3a57e:29dfeda6:eaf7b277";"Gonzalezova";;;;"DO NOT TRANSLATE"
"020afb38:4bb75ba4:b7377e98:51dd3c57";"Random Allied Custom Battlegroup";;"Random Deck Option";;
"0211a2c4:400b8217:38db09a1:eb9fe068";"Invitation failed.";;"Title of modal window";;
"02176d21:499ce88c:11190bbc:413e5e08";"BANTAM";;;;"DO NOT TRANSLATE"
"0219d723:4f52a384:f23ad38f:6526cae7";"Hunter";;;;"DO NOT TRANSLATE"
"022142a4:4f458cba:3e7776ad:4a64e8c6";"while the 90th is leading the charge West to cut the Cotentin in two.";;"An officer is explaining the military situation to the player - Tone is military and informative";;
"022409fb:43f32cd2:e179b4ba:7ac79533";"Jaroszek";;;;"DO NOT TRANSLATE"
"0225779d:43c2534b:fa99779f:e558e3fa";"Waszkiewicz";;;;"DO NOT TRANSLATE"
"0229b185:40d05613:3c1c28b4:6b55c356";"Here comes the Luftwaffe!";;"Aide is informing the Player - Tone is relieved";;
"022b37f0:42824188:b1404eb0:76d9eab8";"Key %1 is already used.\nDo you want to overwrite it ?";;;;
"022dc690:4aaf618d:183afdb2:c503abf4";"Poor";;"Unit info panel";;
"022e16b6:42785944:42106f8b:37b15acc";"ECHO";;"Zone name OTAN";;"DO NOT TRANSLATE"
"022fbcdd:40820c8a:5c0951be:80e23f91";"O'Hulaghan";;;;"DO NOT TRANSLATE"
"02350459:47da0f49:043fca9e:4fc49075";"Claussen";;;;"DO NOT TRANSLATE"
"023d133d:4ca1f3ac:cf8210a4:80680db9";"Weapon damaged";;;;
"0256c3e9:4acbb2fd:cfb892aa:06493d11";"SAS SCOUT";;;;"DO NOT TRANSLATE"
"025ecc79:4ece9cfe:626f01a1:73a307d3";"Dongmyung";;;;"DO NOT TRANSLATE"
"02663e2e:4b4b7883:ac88f09f:4c761791";"Polyakov";;;;"DO NOT TRANSLATE"
"02677ce8:417aa60d:00e2eab2:205bd3fa";"KG 1. SS";;;;"DO NOT TRANSLATE"
"0267a025:4a8890af:319bccb7:0a07f45c";"La prise de la capitale suédoise est une grande victoire à mettre à votre crédit. Vous gagnez 75 points de moral tant que nos troupes occupent cet objectif.";;;;"DO NOT TRANSLATE"
"0268db11:43ba4d62:5bf4f7a6:b8eb5909";"Rapport météo";;;;"DO NOT TRANSLATE"
"0268e445:45c18127:7c4ffeb3:633a23fb";"Adamowitz";;;;"DO NOT TRANSLATE"
"0269433f:4706ff55:34135983:040de02a";"Counter : %s CAN Unit Killed.";;;;
"026fe5b8:43d0ce86:71421fb3:80ac46e5";"Sklar";;;;"DO NOT TRANSLATE"
"0271c680:474e35cf:4aeb14bb:c1f2ee74";"Urbain";;;;"DO NOT TRANSLATE"
"02788c7f:426c18f2:d79e0fb8:5fb4a38c";"Sapognikov";;;;"DO NOT TRANSLATE"
"0278a398:48f120e1:b7d579b2:aad61b97";"Fjortoft";;;;"DO NOT TRANSLATE"
"027e55f1:4486d4ec:5e2bed89:a973cc69";"12. SS-Panzer will support our offensive;";;"An officer is explaining the military situation to the player - Tone is military and informative";;
"0281b04c:494c182e:369c9da5:d528c025";"Flippin";;;;"DO NOT TRANSLATE"
"02821759:4bf45891:14e8f5a7:e2587239";"Cooper";;;;"DO NOT TRANSLATE"
"028437d2:48ffdf57:342ce1aa:f8b6a07f";"Balle";;;;"DO NOT TRANSLATE"
"0285e7ca:4fb7de1a:58e9b6b1:c2df1780";"Schmeichel";;;;"DO NOT TRANSLATE"
"02862b14:42b867b7:7303598f:d896fe6a";"Starter battlegroup 91. Luftlande";;;;"DO NOT TRANSLATE"
"0287fc18:4fbad15e:825838a4:e743735e";"OPPONENT RETREAT";;"Strategic Map Battle Result";;
"02899e3e:46d9cf91:edf8a192:5aae4041";"Last stand on Hill 112";;;;
"029d86b0:46a5583d:0d396a86:2f40b1a9";"Hint 5";;;;
"02a09de6:44c4bbea:9f922992:26a7b059";"Small";;"Value of labels sizes";;
"02aa1f3d:48800d13:ba74089a:0ca9b026";"Spalling : driver wounded";;;;
"02ae7a61:4e9d4ac4:57810087:70a320ce";"An";;;;"DO NOT TRANSLATE"
"02b4cc75:44a5e67b:c569bfa2:d09a52fd";"Mosin Nagant";;;;"DO NOT TRANSLATE"
"02bad890:4e14f438:fe2466a6:7ad17ddb";"MORRIS LRC";;;;"DO NOT TRANSLATE"
"02bfa723:4be9d48b:50e4af97:34aa16dc";"Pylinski";;;;"DO NOT TRANSLATE"
"02c244ce:41409751:bdbbe783:7a34797b";"Bebbington";;;;"DO NOT TRANSLATE"
"02c2cd33:4d21ec1d:8abb13a7:cb3b710f";"Lucas";;;;"DO NOT TRANSLATE"
"02cac479:4ebd0ca5:bebbf5a4:44124188";"We are losing control over Cheux, sir. We should send reinforcements to the city.";;"Aide is warning the Player - Tone is alarmed";;
"02d3d34b:457cc14d:6a76e480:fba64a69";"Wifstrand";;;;"DO NOT TRANSLATE"
"02d869dd:4777fcec:862f89ba:d4798c25";"Dahlbeck";;;;"DO NOT TRANSLATE"
"02da67b3:49b9c716:80e5e6b8:e78a2a6c";"Ménard";;;;"DO NOT TRANSLATE"
"02db5315:478e5cff:dddfeab3:238867e4";"Angelle";;;;"DO NOT TRANSLATE"
"02df3f9f:41a41e2f:bda3b995:cb8de8e4";"We're running out of time, Herr Major, we MUST get through to Lion-sur-Mer quickly.";;"Aide is warning the Player - Tone is worried";;
"02e163a3:45f37cc8:d465c69a:29b472cb";"Putzig";;;;"DO NOT TRANSLATE"
"02e5c42b:4a9a8d2c:96d9018f:e7bffc37";"Doyle";;;;"DO NOT TRANSLATE"
"02e6e09f:4747a3b0:9a213e96:bd8e3c49";"Vettier";;;;"DO NOT TRANSLATE"
"02eac422:4f9944d3:5cee9ca1:48244595";"Kye";;;;"DO NOT TRANSLATE"
"02ebad6b:4f402305:8960dcb3:9079c948";"Num Lock";;;;
"02ed1b81:4a3738fd:c7a4ba8b:87af8bda";"The Axis hold the objectives.";;;;
"02ee3b7f:4784fb04:25e8c2a7:3a7a3f73";"Code is invalid.";;"Message in modal window";;
"02efd522:4bc773bc:3e2f19ae:f652aea3";"OPPOSING FORCES";;;;
"02fc5075:4ca6f312:4938d68a:ed1c03b5";"VICTORY POINTS";"Hint number 39";"Hint title for the score in the score composant";;
"0300ba4e:49b19138:af1a4888:6802fdf6";"Gladin";;;;"DO NOT TRANSLATE"
"030382c2:4e1aadd5:1e20ceaa:20c5ea77";"Yemen";;"Country name choice during account creation";;
"0306ffee:4c10adaf:cc9f25a6:38f26f9a";"Ruskov";;;;"DO NOT TRANSLATE"
"0307be11:4b13be18:f282498d:f2600753";"Antonsen";;;;"DO NOT TRANSLATE"
"030b6bc9:4f687eb8:bf3d609d:69bdb69a";"L'Islande sous les bombes";;;;"DO NOT TRANSLATE"
"030cdbe3:4d040304:487a0d97:490d5acb";"Mayr";;;;"DO NOT TRANSLATE"
"03100e6b:4b6b739a:8d38eb9d:efcc3b54";"Artillery observers can call in powerful off-map strikes. They can be identified by their dedicated icon.";;;;
"031cab23:4030ae42:a4b4a691:82a72c38";"20mm";;;;"DO NOT TRANSLATE"
"031f3e47:43992c2f:d0cc0abf:3b1ff5f2";"Suchy";;;;"DO NOT TRANSLATE"
"031fe7d9:42403751:38279c83:b3dc4cb0";"Kypta";;;;"DO NOT TRANSLATE"
"031ffdd9:4ad5c495:55af7ca6:2aabaf6e";"2. Panzer is …";;;;
"032004b4:421026c1:4de3dd96:ef9a8c73";"SECURE BREVILLE";;;;
"03263aa4:4a064b2f:6b0cc096:8b4991e5";"Hŭng";;;;"DO NOT TRANSLATE"
"03287b57:455b78bc:6c76b9be:1a8f4e3b";"Law";;;;"DO NOT TRANSLATE"
"0331510b:4fa013cb:5d353ab6:ee00aa98";"Maciag";;;;"DO NOT TRANSLATE"
"03326c71:403683ad:88a16fa1:4e35a6cd";"Bloggs";;;;"DO NOT TRANSLATE"
"03384e9c:4572b970:98643493:a078dd4f";"Den";;;;"DO NOT TRANSLATE"
"033fb1bb:4bed58d6:abe4719e:eb261838";"Říha";;;;"DO NOT TRANSLATE"
"0341791e:4cf97f2e:961632ba:f8f435e6";"but reports indicate that British commandos have managed to take foot East of the Orne";;"An officer is explaining the military situation to the player - Tone is military and informative";;
"0341d1ef:4cd976ce:e4d8e78d:1ccd5a6f";"Rask";;;;"DO NOT TRANSLATE"
"0347122e:45f59298:3db42daa:e1ba511d";;;;;
"0348002a:44aa6f87:17015592:872ef05d";"Hard-pressed and panicked by a hostile crowd, an officer orders his troops to fire. In a matter of minutes, the shooting spreads all over the streets of Seoul …";;;;"DO NOT TRANSLATE"
"034876cf:47dff779:53810d91:86b9544a";"21. Panzer SCENARIO";;;;"DO NOT TRANSLATE"
"034ac40b:4a65ad46:a873d083:95da5134";"Maximum number of teams reached.";;"Message in modal window";;
"034d1670:4898a616:2444e0aa:b9947289";"HIDE INFO";;"Hint title for the hide info button in the deck building screen";;
